EmployeeID,Employee_Count,Job_Role,Department,Job_Level,Job_Involvement,Performance_Rating,Over_Time,Training_Times_Last_Year,Business_Travel,Standard_Hours,Environment_Satisfaction,Job_Satisfaction,Percent_Salary_Hike
417,1,"Healthcare Representative","Research & Development",3,4,3,No,5,Travel_Rarely,80,3,4,17
419,1,"Laboratory Technician","Research & Development",2,3,3,No,3,Non-Travel,80,2,2,15
420,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,4,3,14
421,1,"Research Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,1,2,17
422,1,"Healthcare Representative","Research & Development",2,1,3,Yes,2,Non-Travel,80,4,3,13
423,1,"Research Scientist","Research & Development",1,3,3,Yes,4,Travel_Rarely,80,3,4,12
424,1,"Human Resources","Human Resources",2,2,3,No,1,Travel_Rarely,80,1,1,12
425,1,"Laboratory Technician","Research & Development",3,3,3,No,2,Travel_Frequently,80,1,1,18
426,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,3,4,18
428,1,Manager,"Research & Development",3,3,3,No,2,Travel_Frequently,80,4,2,11
429,1,Manager,"Research & Development",4,3,3,Yes,3,Travel_Rarely,80,3,1,14
430,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Frequently,80,3,4,19
431,1,"Healthcare Representative","Research & Development",4,2,3,Yes,2,Travel_Rarely,80,3,3,12
433,1,"Research Scientist","Research & Development",2,2,3,No,3,Travel_Rarely,80,3,2,15
434,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,3,2,12
436,1,"Sales Executive",Sales,2,2,3,Yes,2,Travel_Rarely,80,3,2,11
437,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,4,3,11
438,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,4,12
439,1,"Research Scientist","Research & Development",2,4,3,No,0,Travel_Rarely,80,1,4,16
440,1,"Research Scientist","Research & Development",1,1,3,Yes,4,Travel_Rarely,80,1,4,13
441,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,4,13
442,1,"Manufacturing Director","Research & Development",3,2,4,No,2,Travel_Frequently,80,3,3,24
444,1,Manager,"Research & Development",5,2,3,No,2,Travel_Frequently,80,3,4,15
445,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,4,3,18
446,1,"Sales Executive",Sales,2,2,3,No,6,Travel_Frequently,80,2,4,14
447,1,"Research Director","Research & Development",5,3,3,No,2,Travel_Rarely,80,4,3,11
448,1,"Laboratory Technician","Research & Development",2,2,3,No,3,Travel_Frequently,80,3,3,11
449,1,"Sales Executive",Sales,2,3,3,Yes,0,Non-Travel,80,3,2,13
450,1,"Research Scientist","Research & Development",2,3,3,No,4,Travel_Frequently,80,4,3,12
451,1,"Healthcare Representative","Research & Development",3,3,3,No,1,Travel_Rarely,80,3,1,16
452,1,"Research Scientist","Research & Development",2,3,3,No,3,Travel_Rarely,80,4,4,14
453,1,"Sales Executive",Sales,2,1,4,Yes,2,Travel_Rarely,80,2,4,22
454,1,"Laboratory Technician","Research & Development",1,1,3,Yes,4,Travel_Rarely,80,2,1,11
455,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,2,4,17
456,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,4,3,13
458,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,2,2,18
460,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,4,16
461,1,"Research Director","Research & Development",3,2,3,Yes,3,Travel_Rarely,80,3,4,14
462,1,"Manufacturing Director","Research & Development",3,3,3,Yes,2,Travel_Rarely,80,3,4,14
463,1,"Sales Executive",Sales,2,2,3,Yes,2,Travel_Rarely,80,4,2,14
464,1,"Manufacturing Director","Research & Development",3,3,3,No,5,Travel_Rarely,80,3,2,13
465,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,4,12
466,1,"Manufacturing Director","Research & Development",2,2,3,Yes,3,Travel_Rarely,80,4,2,15
467,1,"Sales Representative",Sales,2,3,3,No,3,Travel_Frequently,80,2,3,19
468,1,"Research Director","Research & Development",4,3,3,No,2,Travel_Rarely,80,1,4,14
469,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,4,3,14
470,1,"Human Resources","Human Resources",1,3,3,Yes,5,Travel_Rarely,80,3,3,11
471,1,"Laboratory Technician","Research & Development",1,3,3,No,4,Travel_Rarely,80,3,2,13
473,1,Manager,Sales,3,3,4,No,3,Travel_Rarely,80,1,3,21
474,1,"Research Scientist","Research & Development",2,4,3,Yes,2,Travel_Rarely,80,3,1,13
475,1,"Sales Executive",Sales,2,3,3,Yes,2,Non-Travel,80,4,3,12
476,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,3,17
477,1,"Healthcare Representative","Research & Development",2,2,4,No,6,Travel_Rarely,80,1,4,23
478,1,"Sales Representative",Sales,1,2,3,Yes,3,Travel_Frequently,80,1,2,11
479,1,"Sales Executive",Sales,2,3,3,No,6,Non-Travel,80,4,4,15
481,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Frequently,80,1,4,11
482,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,3,11
483,1,"Laboratory Technician","Research & Development",1,4,3,Yes,3,Travel_Rarely,80,4,3,13
484,1,"Sales Representative",Sales,1,3,4,No,3,Non-Travel,80,1,4,24
485,1,"Sales Representative",Sales,1,3,3,Yes,2,Travel_Rarely,80,4,3,13
486,1,"Laboratory Technician","Research & Development",1,3,4,No,3,Travel_Rarely,80,3,1,20
487,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Non-Travel,80,3,3,14
488,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Frequently,80,1,2,18
491,1,"Healthcare Representative","Research & Development",3,2,3,No,2,Travel_Rarely,80,4,4,15
492,1,"Sales Executive",Sales,2,2,3,Yes,6,Travel_Rarely,80,3,3,12
493,1,"Research Scientist","Research & Development",1,2,3,Yes,5,Travel_Rarely,80,3,2,16
494,1,"Sales Representative",Sales,1,4,3,No,0,Travel_Rarely,80,3,2,15
495,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Rarely,80,4,4,16
496,1,"Healthcare Representative","Research & Development",2,2,3,No,5,Travel_Rarely,80,3,2,19
497,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,2,11
498,1,"Sales Executive",Sales,2,3,3,No,1,Travel_Rarely,80,2,4,16
499,1,"Healthcare Representative","Research & Development",3,2,4,No,2,Travel_Rarely,80,2,3,24
500,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,3,4,11
501,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,3,13
502,1,"Sales Executive",Sales,2,4,3,Yes,3,Non-Travel,80,1,4,13
505,1,Manager,"Research & Development",4,3,3,Yes,2,Travel_Rarely,80,3,4,13
507,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,4,3,12
508,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,3,2,18
510,1,"Research Scientist","Research & Development",1,3,4,No,2,Travel_Frequently,80,3,1,22
511,1,"Research Scientist","Research & Development",1,3,3,No,1,Travel_Rarely,80,1,2,13
513,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Rarely,80,2,3,13
514,1,"Research Scientist","Research & Development",1,3,4,Yes,4,Travel_Frequently,80,3,4,23
515,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,1,12
516,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,4,2,12
517,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,2,1,16
518,1,"Manufacturing Director","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,2,12
520,1,"Research Director","Research & Development",4,2,3,No,3,Travel_Rarely,80,1,2,11
521,1,"Laboratory Technician","Research & Development",2,2,4,No,3,Travel_Rarely,80,2,3,22
522,1,"Research Director","Research & Development",5,3,3,No,4,Travel_Rarely,80,1,1,11
523,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,3,3,15
524,1,"Manufacturing Director","Research & Development",2,3,3,No,5,Travel_Rarely,80,2,1,12
525,1,"Laboratory Technician","Research & Development",1,3,4,No,1,Travel_Frequently,80,4,4,20
526,1,"Healthcare Representative","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,3,3,14
527,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,2,4,11
529,1,"Research Scientist","Research & Development",2,3,3,Yes,2,Non-Travel,80,2,3,15
530,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,1,12
531,1,Manager,"Research & Development",5,3,3,Yes,3,Travel_Frequently,80,2,3,14
532,1,"Sales Executive",Sales,4,4,3,No,0,Travel_Frequently,80,3,1,11
533,1,"Sales Executive",Sales,2,3,3,No,6,Travel_Rarely,80,2,3,11
534,1,"Sales Executive",Sales,3,4,3,No,2,Travel_Rarely,80,2,1,16
536,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,1,12
538,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,1,1,13
543,1,"Manufacturing Director","Research & Development",3,2,3,Yes,4,Travel_Rarely,80,4,3,14
544,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,1,4,21
546,1,Manager,"Research & Development",4,3,3,No,2,Travel_Rarely,80,4,4,13
547,1,"Research Scientist","Research & Development",2,3,3,No,3,Travel_Frequently,80,1,3,11
548,1,"Manufacturing Director","Research & Development",2,1,4,No,2,Travel_Rarely,80,3,4,20
549,1,Manager,"Research & Development",5,3,3,No,5,Travel_Rarely,80,1,1,11
550,1,"Manufacturing Director","Research & Development",2,3,3,No,5,Travel_Rarely,80,3,3,14
551,1,"Healthcare Representative","Research & Development",2,2,3,No,4,Travel_Frequently,80,4,4,11
554,1,"Sales Representative",Sales,1,3,3,Yes,4,Travel_Rarely,80,1,2,16
555,1,"Sales Representative",Sales,1,1,3,No,3,Travel_Frequently,80,4,3,16
556,1,"Laboratory Technician","Research & Development",1,3,4,Yes,3,Travel_Frequently,80,4,4,23
558,1,Manager,Sales,5,3,3,No,2,Travel_Rarely,80,3,3,14
560,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,1,4,22
562,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Non-Travel,80,3,4,15
564,1,"Research Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,2,3,18
565,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,3,2,16
566,1,"Human Resources","Human Resources",1,2,3,No,3,Travel_Rarely,80,1,4,12
567,1,"Sales Executive",Sales,3,3,3,No,3,Non-Travel,80,3,1,11
568,1,Manager,Sales,4,2,3,No,3,Travel_Rarely,80,1,4,12
569,1,Manager,"Research & Development",4,2,3,No,2,Travel_Rarely,80,2,3,15
571,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Non-Travel,80,3,4,14
573,1,"Sales Executive",Sales,3,2,3,No,5,Travel_Frequently,80,3,1,19
574,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,4,13
575,1,"Research Director","Research & Development",4,3,3,No,2,Travel_Rarely,80,1,3,13
577,1,"Laboratory Technician","Research & Development",1,1,3,No,2,Travel_Rarely,80,4,3,15
578,1,"Laboratory Technician","Research & Development",2,3,3,No,3,Travel_Rarely,80,3,3,11
579,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,3,12
580,1,"Sales Executive",Sales,3,2,3,Yes,3,Travel_Rarely,80,3,4,19
581,1,"Manufacturing Director","Research & Development",3,3,4,No,6,Travel_Rarely,80,3,2,25
582,1,Manager,"Research & Development",3,3,3,Yes,2,Travel_Rarely,80,2,3,12
584,1,"Laboratory Technician","Research & Development",1,1,3,No,2,Travel_Rarely,80,1,4,13
585,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,4,2,14
586,1,"Healthcare Representative","Research & Development",3,3,3,Yes,2,Travel_Rarely,80,4,3,12
587,1,"Healthcare Representative","Research & Development",3,3,3,No,2,Travel_Frequently,80,1,3,12
590,1,"Human Resources","Human Resources",3,3,3,Yes,2,Travel_Frequently,80,2,1,15
591,1,"Laboratory Technician","Research & Development",1,3,3,No,4,Travel_Frequently,80,2,3,17
592,1,"Sales Executive",Sales,3,3,3,No,3,Non-Travel,80,2,4,14
593,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Frequently,80,3,3,16
595,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,2,4,14
597,1,Manager,Sales,4,3,4,No,2,Travel_Rarely,80,1,2,23
599,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,4,4,14
600,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,2,3,11
601,1,"Manufacturing Director","Research & Development",4,3,3,No,3,Travel_Rarely,80,2,3,15
602,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Frequently,80,3,3,11
604,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,2,4,13
605,1,"Manufacturing Director","Research & Development",3,3,4,Yes,5,Travel_Rarely,80,4,1,21
606,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,2,19
608,1,"Human Resources","Human Resources",1,3,3,Yes,2,Travel_Frequently,80,2,3,11
611,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,4,12
612,1,"Research Director","Research & Development",4,4,3,No,2,Travel_Rarely,80,1,3,19
613,1,Manager,Sales,3,2,4,No,3,Travel_Rarely,80,3,4,21
614,1,"Sales Representative",Sales,1,3,3,Yes,3,Travel_Frequently,80,2,2,14
615,1,"Sales Executive",Sales,3,1,3,No,2,Non-Travel,80,3,1,15
616,1,"Healthcare Representative","Research & Development",2,2,3,Yes,3,Non-Travel,80,1,3,17
618,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,1,3,12
620,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,1,3,16
621,1,"Sales Executive",Sales,2,4,3,No,3,Travel_Rarely,80,4,4,12
622,1,"Laboratory Technician","Research & Development",1,1,3,Yes,3,Travel_Rarely,80,3,4,18
623,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,2,4,17
624,1,"Healthcare Representative","Research & Development",3,3,3,No,3,Travel_Frequently,80,1,3,11
625,1,Manager,Sales,4,3,3,No,2,Travel_Rarely,80,2,1,16
626,1,"Sales Executive",Sales,3,3,3,No,6,Non-Travel,80,1,2,13
630,1,"Research Scientist","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,4,1,12
631,1,"Sales Executive",Sales,2,4,3,No,2,Non-Travel,80,4,3,12
632,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Frequently,80,4,4,13
634,1,"Healthcare Representative","Research & Development",2,3,3,No,4,Travel_Rarely,80,3,3,19
635,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,2,2,12
638,1,"Research Director","Research & Development",5,2,3,Yes,5,Travel_Rarely,80,4,3,17
639,1,"Research Scientist","Research & Development",1,4,3,Yes,3,Travel_Rarely,80,2,4,11
641,1,"Sales Executive",Sales,2,3,4,No,5,Travel_Rarely,80,1,2,20
643,1,"Laboratory Technician","Research & Development",1,2,4,No,2,Travel_Rarely,80,4,2,21
644,1,Manager,"Human Resources",5,3,3,No,2,Travel_Frequently,80,1,2,11
645,1,"Sales Representative",Sales,1,3,3,No,1,Travel_Rarely,80,2,3,11
647,1,"Laboratory Technician","Research & Development",1,3,3,Yes,4,Travel_Frequently,80,1,3,16
648,1,"Sales Representative",Sales,1,2,3,No,2,Travel_Frequently,80,2,1,18
649,1,"Research Scientist","Research & Development",1,2,3,Yes,3,Travel_Rarely,80,2,4,13
650,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,2,1,17
652,1,"Laboratory Technician","Research & Development",2,2,3,No,3,Travel_Rarely,80,1,4,14
653,1,"Sales Executive",Sales,2,4,4,No,4,Travel_Rarely,80,1,4,22
655,1,"Research Scientist","Research & Development",1,2,3,No,5,Travel_Rarely,80,1,3,12
656,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,4,3,11
657,1,"Research Scientist","Research & Development",1,2,3,No,0,Travel_Rarely,80,4,2,13
659,1,"Healthcare Representative","Research & Development",2,3,3,No,4,Travel_Rarely,80,3,4,13
661,1,"Research Director","Research & Development",4,2,3,Yes,3,Travel_Rarely,80,2,4,14
662,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,1,17
663,1,"Laboratory Technician","Research & Development",2,3,3,Yes,3,Travel_Frequently,80,4,3,13
664,1,Manager,"Research & Development",4,2,3,No,3,Travel_Rarely,80,4,1,11
665,1,"Human Resources","Human Resources",2,2,3,No,1,Travel_Rarely,80,1,3,11
666,1,"Sales Representative",Sales,1,3,3,Yes,3,Travel_Rarely,80,3,3,18
667,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,3,1,11
669,1,"Sales Representative",Sales,1,3,3,No,2,Travel_Rarely,80,3,3,11
671,1,Manager,"Research & Development",5,3,3,Yes,2,Travel_Rarely,80,4,4,12
675,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,1,3,20
677,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,3,12
679,1,"Research Scientist","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,1,4,12
680,1,"Research Scientist","Research & Development",1,3,4,No,2,Travel_Frequently,80,3,3,20
682,1,"Sales Executive",Sales,2,3,4,No,2,Travel_Rarely,80,4,1,20
683,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Rarely,80,2,4,12
684,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Frequently,80,1,1,14
686,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,3,4,13
689,1,"Manufacturing Director","Research & Development",3,3,3,No,2,Travel_Rarely,80,3,3,15
690,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,2,3,14
691,1,"Research Scientist","Research & Development",2,1,3,No,3,Travel_Rarely,80,2,4,13
692,1,"Healthcare Representative","Research & Development",2,3,4,No,2,Travel_Frequently,80,3,4,23
698,1,"Human Resources","Human Resources",3,3,3,No,1,Travel_Rarely,80,3,2,15
699,1,"Manufacturing Director","Research & Development",2,2,3,Yes,2,Travel_Rarely,80,2,2,11
700,1,"Research Scientist","Research & Development",1,2,3,No,0,Travel_Rarely,80,1,4,13
701,1,"Research Scientist","Research & Development",1,3,3,Yes,5,Travel_Rarely,80,4,3,11
702,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Frequently,80,1,1,11
704,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Non-Travel,80,3,3,18
705,1,"Research Scientist","Research & Development",1,4,3,No,3,Travel_Rarely,80,1,1,16
707,1,"Sales Executive",Sales,2,4,4,No,4,Travel_Rarely,80,4,2,22
709,1,"Sales Executive",Sales,2,2,4,No,2,Travel_Rarely,80,4,4,20
710,1,"Research Scientist","Research & Development",1,1,3,No,5,Travel_Frequently,80,2,4,18
712,1,"Sales Executive",Sales,2,4,3,No,3,Travel_Rarely,80,2,2,12
714,1,"Sales Executive",Sales,2,4,4,Yes,3,Travel_Frequently,80,4,4,20
715,1,"Research Scientist","Research & Development",1,4,3,No,2,Travel_Rarely,80,4,4,17
716,1,"Laboratory Technician","Research & Development",1,4,3,Yes,3,Travel_Rarely,80,4,3,11
717,1,"Healthcare Representative","Research & Development",3,2,3,No,3,Travel_Rarely,80,4,2,14
720,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,1,3,14
721,1,"Healthcare Representative","Research & Development",2,2,3,No,4,Travel_Rarely,80,4,3,11
722,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,4,4,12
723,1,"Sales Executive",Sales,2,3,3,Yes,4,Travel_Frequently,80,2,3,14
724,1,"Healthcare Representative","Research & Development",2,4,3,No,4,Travel_Rarely,80,2,4,13
725,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,3,1,11
727,1,"Research Director","Research & Development",3,3,3,No,6,Travel_Rarely,80,3,4,15
728,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,4,1,12
729,1,"Sales Executive",Sales,3,2,4,Yes,2,Travel_Frequently,80,4,1,21
730,1,"Research Director","Research & Development",4,4,3,No,3,Travel_Rarely,80,3,3,19
731,1,Manager,"Human Resources",5,2,3,No,2,Travel_Rarely,80,2,4,15
732,1,"Sales Executive",Sales,2,3,3,No,1,Travel_Rarely,80,1,1,14
733,1,"Manufacturing Director","Research & Development",3,3,4,No,4,Travel_Frequently,80,4,1,21
734,1,Manager,"Human Resources",5,2,3,No,3,Travel_Rarely,80,4,3,12
738,1,"Sales Representative",Sales,1,3,3,No,2,Travel_Rarely,80,4,2,15
741,1,"Research Scientist","Research & Development",1,1,3,Yes,4,Travel_Rarely,80,1,2,13
742,1,"Research Director","Research & Development",3,4,3,No,2,Non-Travel,80,1,1,14
743,1,"Manufacturing Director","Research & Development",3,3,3,Yes,4,Travel_Rarely,80,3,3,14
744,1,"Laboratory Technician","Research & Development",1,1,3,No,5,Non-Travel,80,1,3,14
746,1,"Sales Executive",Sales,4,3,3,Yes,2,Travel_Frequently,80,4,3,12
747,1,"Sales Executive",Sales,2,3,4,No,2,Travel_Rarely,80,3,4,23
749,1,"Sales Representative",Sales,1,3,3,No,6,Travel_Rarely,80,3,3,11
752,1,"Research Scientist","Research & Development",1,4,3,Yes,2,Travel_Frequently,80,3,3,12
754,1,"Sales Executive",Sales,2,2,3,No,5,Travel_Frequently,80,4,4,18
757,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Rarely,80,2,3,11
758,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,1,14
760,1,"Human Resources","Human Resources",2,4,3,No,3,Travel_Rarely,80,3,2,15
762,1,"Healthcare Representative","Research & Development",4,3,3,No,1,Travel_Rarely,80,3,4,11
763,1,"Research Scientist","Research & Development",1,2,4,Yes,2,Travel_Rarely,80,4,4,20
764,1,"Healthcare Representative","Research & Development",2,2,3,No,2,Travel_Rarely,80,4,1,19
766,1,"Sales Representative",Sales,1,3,3,No,2,Travel_Rarely,80,4,2,14
769,1,"Laboratory Technician","Research & Development",2,3,3,No,4,Travel_Rarely,80,4,4,17
771,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Non-Travel,80,4,1,11
772,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Frequently,80,1,4,15
773,1,"Research Scientist","Research & Development",1,3,3,Yes,0,Travel_Rarely,80,4,3,13
775,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,1,14
776,1,Manager,Sales,4,2,3,No,3,Travel_Rarely,80,3,1,11
780,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,4,4,13
781,1,"Sales Executive",Sales,2,3,4,No,5,Travel_Rarely,80,3,4,23
783,1,"Sales Representative",Sales,2,1,3,No,3,Travel_Rarely,80,2,3,13
784,1,"Research Scientist","Research & Development",1,4,3,No,3,Travel_Rarely,80,1,3,18
785,1,"Sales Executive",Sales,2,4,3,Yes,2,Travel_Frequently,80,2,3,12
786,1,"Sales Executive",Sales,2,3,4,No,5,Travel_Rarely,80,4,4,22
787,1,Manager,"Research & Development",5,3,3,Yes,2,Travel_Rarely,80,4,1,13
789,1,"Sales Executive",Sales,3,2,3,No,1,Non-Travel,80,1,1,15
791,1,"Research Scientist","Research & Development",1,3,3,No,3,Non-Travel,80,4,4,18
792,1,"Laboratory Technician","Research & Development",1,1,3,No,2,Travel_Frequently,80,1,4,14
793,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,3,12
796,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,4,1,17
797,1,"Research Scientist","Research & Development",1,4,3,No,2,Travel_Rarely,80,2,4,16
799,1,"Manufacturing Director","Research & Development",2,3,3,Yes,4,Travel_Rarely,80,4,1,11
800,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,3,4,19
802,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,4,1,13
803,1,"Manufacturing Director","Research & Development",2,4,3,Yes,2,Travel_Frequently,80,1,1,12
804,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,3,1,11
805,1,"Sales Representative",Sales,1,3,3,No,1,Travel_Rarely,80,1,4,16
806,1,"Laboratory Technician","Research & Development",1,1,4,No,2,Travel_Rarely,80,4,3,21
807,1,"Healthcare Representative","Research & Development",2,4,4,No,2,Travel_Frequently,80,3,2,24
808,1,"Sales Executive",Sales,2,3,3,No,1,Travel_Rarely,80,3,1,17
809,1,Manager,"Research & Development",5,3,3,No,4,Travel_Frequently,80,2,4,13
811,1,"Laboratory Technician","Research & Development",1,4,4,Yes,2,Travel_Rarely,80,3,1,21
812,1,"Laboratory Technician","Research & Development",1,2,3,No,4,Non-Travel,80,3,2,11
813,1,"Laboratory Technician","Research & Development",2,3,4,No,3,Travel_Rarely,80,4,3,20
815,1,"Research Director","Research & Development",4,3,3,No,3,Travel_Rarely,80,3,3,16
816,1,"Laboratory Technician","Research & Development",1,2,3,Yes,1,Travel_Rarely,80,2,1,11
817,1,"Research Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,3,3,11
819,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,1,1,15
820,1,Manager,"Research & Development",4,3,3,Yes,3,Travel_Rarely,80,3,4,11
823,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,2,15
824,1,"Research Scientist","Research & Development",1,4,4,No,3,Travel_Rarely,80,3,3,24
825,1,"Research Director","Research & Development",5,3,3,Yes,2,Travel_Rarely,80,4,2,12
826,1,"Research Scientist","Research & Development",1,4,3,No,0,Travel_Rarely,80,4,3,13
827,1,"Manufacturing Director","Research & Development",2,2,3,Yes,4,Travel_Rarely,80,4,4,13
828,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,3,17
829,1,"Human Resources","Human Resources",1,3,3,No,2,Travel_Rarely,80,3,2,13
830,1,"Manufacturing Director","Research & Development",2,2,3,No,3,Travel_Rarely,80,3,3,12
832,1,"Laboratory Technician","Research & Development",2,2,3,No,6,Travel_Frequently,80,1,3,14
833,1,"Manufacturing Director","Research & Development",2,2,4,Yes,4,Travel_Rarely,80,3,4,24
834,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,2,3,14
836,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,2,13
837,1,"Healthcare Representative","Research & Development",2,2,3,No,3,Travel_Frequently,80,1,1,15
838,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Frequently,80,3,4,16
840,1,"Sales Executive",Sales,3,3,3,No,3,Travel_Rarely,80,3,4,18
842,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,4,16
843,1,"Research Director","Research & Development",4,3,4,No,3,Travel_Rarely,80,2,1,24
844,1,"Research Director","Research & Development",3,2,3,Yes,3,Travel_Rarely,80,3,4,16
845,1,"Manufacturing Director","Research & Development",3,3,4,No,3,Travel_Rarely,80,3,3,21
